"Abcg2"	"Bmi1"	"Cd34"	"Cd44"	"Ctnnb1"	"Epas1"	"Ezh2"	"Hif1a"	"Kdm5b"	"Klf4"	"Lgr5"	"Myc"	"Nanog"	"Nes"	"Notch1"	"Pou5f1"	"Prom1"	"Sox2"	"Twist1"	"Zfp42"	"Zscan4c"
"Smim4"	0	-0.08	0.15	-0.16	0.1	0.19	0.5	0.48	0.04	-0.54	0.12	0.31	-0.45	-0.15	-0.44	0.29	0	-0.38	-0.07	-0.45	-0.14
"Smim7"	-0.01	0.05	-0.3	-0.04	-0.41	-0.44	0.29	0.02	-0.28	-0.07	-0.31	-0.38	0.25	0.18	0.17	0	0.33	0.09	-0.28	0.38	-0.19
"Smim8"	0.15	0.08	-0.25	-0.02	-0.28	-0.28	0.15	-0.08	0.05	0.05	-0.19	-0.31	0.23	-0.03	-0.04	-0.21	-0.09	0.18	-0.16	0.23	-0.08
"Smkr.ps"	-0.06	-0.06	-0.33	0.4	-0.23	-0.62	-0.45	-0.67	-0.3	0.58	-0.34	-0.61	0.74	0.01	0.33	-0.22	0.2	0.52	-0.17	0.62	-0.02
"Smn1"	-0.15	-0.01	0.29	-0.12	0.3	0.2	0.47	0.49	0.03	-0.6	0.24	0.39	-0.57	-0.14	-0.46	0.4	0.1	-0.53	0.02	-0.51	-0.2
"Smndc1"	-0.02	-0.03	0.12	-0.2	0.07	0.41	0.5	0.5	0.03	-0.56	0.14	0.45	-0.59	-0.18	-0.43	0.05	-0.2	-0.39	-0.07	-0.49	-0.18
"Smo"	-0.1	0.28	0.43	-0.01	0.14	0.27	0.4	0.38	-0.13	-0.31	0.2	0.33	-0.44	0.13	-0.37	-0.12	0.03	-0.59	0.47	-0.55	0.25
"Smoc1"	-0.14	-0.05	-0.08	0.03	-0.02	-0.31	-0.12	-0.19	-0.11	0.01	-0.17	-0.25	0.17	0.24	0	-0.01	0.42	0.02	-0.04	0.09	0.03
"Smoc2"	-0.16	0.34	0.19	0.38	-0.01	-0.34	-0.34	-0.47	-0.31	0.41	0.08	-0.35	0.33	0.26	0.11	-0.2	0.39	0.31	0.39	0.28	0.22
"Smox"	-0.26	0.13	-0.17	0.63	0.01	-0.5	-0.59	-0.68	-0.43	0.72	-0.28	-0.59	0.62	0.03	0.54	-0.27	0.09	0.53	-0.04	0.55	0.12
"Smpd1"	-0.18	0.27	0.56	0.27	0.36	0.36	-0.21	0.02	0.02	0.16	0.36	0.34	-0.19	-0.05	-0.11	-0.03	-0.17	-0.2	0.5	-0.28	0.42
"Smpd2"	0.02	-0.28	-0.54	0.11	-0.16	-0.65	-0.62	-0.79	-0.06	0.75	-0.47	-0.7	0.83	-0.01	0.5	-0.02	0.15	0.67	-0.42	0.74	-0.17
"Smpd3"	-0.18	0.62	0.66	0.24	0	0.15	-0.01	0.1	-0.36	-0.08	0.26	0.16	-0.22	0.19	-0.14	-0.34	0.2	-0.2	0.73	-0.18	0.71
"Smpd4"	0.01	-0.14	0.23	-0.25	0.36	0.74	0.18	0.39	0.19	-0.42	0.27	0.78	-0.57	-0.25	-0.18	0.28	-0.42	-0.47	0.02	-0.38	-0.03
"Smpd5"	0.13	-0.09	-0.21	0.03	-0.24	-0.17	-0.16	-0.25	-0.05	0.11	-0.15	-0.24	0.18	0.1	0.2	-0.04	0.12	0.27	-0.19	0.23	-0.02
"Smpdl3a"	0	0.06	-0.19	0.13	-0.29	-0.45	-0.41	-0.55	-0.12	0.61	-0.11	-0.56	0.65	0.24	0.28	-0.4	0.23	0.44	0.08	0.39	0.14
"Smpdl3b"	-0.02	-0.01	0.32	-0.27	0.3	0.6	0.49	0.66	0.16	-0.64	0.33	0.68	-0.75	-0.23	-0.48	0.38	-0.35	-0.6	0.08	-0.57	-0.11
"Sms"	0.28	-0.16	-0.48	-0.27	-0.31	-0.38	0.16	-0.1	0.1	-0.09	-0.39	-0.38	0.22	-0.03	-0.02	0.03	0.17	0.42	-0.51	0.25	-0.4
"Smtn"	0.15	-0.1	-0.03	-0.18	0.07	0.33	-0.15	-0.12	0.22	0.12	0.06	0.17	-0.04	-0.07	0.1	-0.02	-0.32	0.08	0.06	-0.01	0.23
"Smtnl1"	-0.23	0.48	0.39	0.05	0.27	0.41	0.38	0.45	-0.16	-0.42	0.23	0.4	-0.57	0.04	-0.27	-0.12	-0.29	-0.5	0.32	-0.46	0.31
"Smtnl2"	0.04	-0.24	-0.61	-0.01	-0.38	-0.72	-0.59	-0.77	0.05	0.74	-0.48	-0.79	0.94	0.17	0.62	-0.2	0.25	0.77	-0.37	0.81	-0.14
"Smu1"	0	-0.3	-0.01	-0.19	0.25	-0.08	0.29	0.26	0.28	-0.39	0.04	0.07	-0.21	-0.15	-0.39	0.54	0.18	-0.24	-0.24	-0.19	-0.22
"Smug1"	-0.02	-0.2	-0.4	0.24	-0.2	-0.59	-0.51	-0.61	0.02	0.7	-0.27	-0.63	0.75	-0.02	0.45	-0.1	0.07	0.49	-0.22	0.58	0.01
"Smurf1"	-0.04	-0.31	-0.42	-0.09	-0.11	-0.15	-0.35	-0.36	0.01	0.27	-0.28	-0.23	0.3	0.11	0.52	-0.07	-0.1	0.28	-0.32	0.31	-0.12
"Smurf2"	-0.01	0.16	0.12	-0.1	-0.01	0.3	0.24	0.19	-0.07	-0.19	0.06	0.14	-0.26	0.13	-0.05	-0.46	-0.04	-0.16	0.26	-0.29	0.22
"Smyd1"	-0.04	0.13	0.09	-0.16	0.22	0.53	0.33	0.36	0.16	-0.33	0.1	0.4	-0.48	0.09	-0.15	0.07	-0.45	-0.38	-0.04	-0.3	-0.01
"Smyd2"	0.02	0.07	-0.16	0.05	-0.25	-0.12	-0.43	-0.56	-0.28	0.36	-0.21	-0.17	0.43	0.19	0.23	-0.38	0.17	0.3	0.09	0.39	0.19
"Smyd3"	0.12	-0.39	-0.63	0.03	-0.3	-0.71	-0.53	-0.72	0.01	0.64	-0.51	-0.73	0.86	-0.02	0.41	0.01	0.28	0.75	-0.49	0.73	-0.22
"Smyd4"	0.09	-0.18	0.03	-0.13	0.18	0.47	-0.06	-0.06	0.06	-0.08	-0.03	0.42	-0.15	-0.17	0	-0.06	-0.28	-0.05	-0.03	-0.04	0.09
"Smyd5"	0.23	-0.03	0.11	-0.37	0.07	0.4	0.59	0.49	0.28	-0.52	0.13	0.51	-0.47	-0.1	-0.27	0.29	-0.22	-0.46	0	-0.37	-0.16
"Snai1"	-0.33	0.28	0.15	0.7	0.14	-0.43	-0.53	-0.55	-0.47	0.53	-0.1	-0.41	0.39	0.05	0.34	-0.21	0.21	0.3	0.2	0.35	0.35
"Snai2"	0.08	0.17	-0.07	0.18	-0.23	-0.27	-0.4	-0.41	-0.01	0.43	-0.07	-0.34	0.45	-0.06	0.16	-0.3	0.06	0.37	0.14	0.38	0.16
"Snai3"	-0.18	0.62	0.69	0.26	0.06	0.25	0.12	0.31	-0.27	-0.22	0.44	0.26	-0.4	0.2	-0.22	-0.28	0.04	-0.39	0.77	-0.38	0.77
"Snap23"	-0.03	-0.09	-0.02	0.17	0.15	-0.01	0.42	0.16	-0.16	-0.14	-0.04	-0.06	-0.16	-0.16	-0.28	0.21	-0.02	0.01	-0.3	-0.1	-0.3
"Snap25"	-0.09	0.06	0.32	-0.08	0.1	0.17	0.42	0.5	0.08	-0.56	0.23	0.3	-0.54	-0.01	-0.45	0.13	0.1	-0.5	0.12	-0.61	-0.12
"Snap29"	-0.02	-0.01	-0.28	0.18	-0.19	-0.49	-0.62	-0.74	-0.33	0.75	-0.29	-0.59	0.76	0.06	0.45	-0.33	0.25	0.65	-0.08	0.69	0.06
"Snap47"	0.05	-0.06	0.35	-0.09	0.43	0.4	0.3	0.44	0.37	-0.54	0.39	0.49	-0.6	-0.05	-0.54	0.32	-0.09	-0.57	0.15	-0.62	-0.05
"Snap91"	0.04	-0.16	-0.48	0.14	-0.36	-0.56	-0.48	-0.62	-0.06	0.68	-0.47	-0.69	0.8	0.12	0.59	-0.22	0.04	0.67	-0.33	0.71	-0.04
"Snapc1"	-0.14	0.16	-0.18	0.25	-0.28	-0.44	0.04	-0.23	-0.38	0.24	-0.24	-0.47	0.37	0.04	0.2	-0.24	0.24	0.27	-0.04	0.39	0.02
"Snapc2"	-0.13	0.36	-0.01	0.12	-0.18	-0.16	0.13	0	-0.36	0.04	-0.14	-0.15	0.11	0.19	0.3	-0.17	0.06	-0.07	0.07	0.28	0.12
"Snapc3"	0.02	-0.05	0.33	-0.21	0.15	0.58	0.55	0.63	0.05	-0.61	0.32	0.64	-0.7	-0.15	-0.52	0.23	-0.13	-0.53	0.12	-0.66	-0.07
"Snapc4"	-0.12	-0.12	0.15	0.07	0.26	0.22	-0.21	-0.08	0.11	0.01	0.22	0.3	-0.21	-0.13	0.02	0.15	-0.15	-0.17	0.03	-0.21	-0.06
"Snapc5"	0.02	-0.1	-0.26	0.16	-0.12	-0.46	0.15	-0.13	-0.16	-0.05	-0.29	-0.43	0.18	-0.06	-0.02	0.07	0.3	0.25	-0.41	0.2	-0.31
"Snapin"	0.34	-0.05	-0.23	-0.17	-0.15	0.1	0.15	0.11	0.21	0.02	-0.08	0.08	0.08	-0.17	0	-0.17	-0.34	0.11	-0.19	0.06	-0.2
"Snca"	-0.26	0.34	0.53	0.13	0.17	0.09	0.37	0.35	-0.04	-0.4	0.34	0.19	-0.46	0.09	-0.49	-0.05	0.15	-0.53	0.46	-0.58	0.19
"Sncaip"	-0.02	0.11	0.52	0	0.37	0.68	0.26	0.48	0.1	-0.43	0.56	0.66	-0.63	-0.17	-0.43	0.2	-0.19	-0.46	0.35	-0.56	0.12
"Sncb"	-0.08	0.2	0.5	-0.08	0.34	0.54	0.38	0.57	0.17	-0.5	0.4	0.56	-0.68	0.16	-0.43	0.09	-0.13	-0.64	0.38	-0.71	0.14
"Sncg"	-0.16	0.17	-0.02	0.4	-0.03	-0.1	-0.29	-0.26	-0.42	0.44	-0.11	-0.25	0.23	0.05	0.33	-0.25	-0.15	0.3	0.03	0.35	0.13
"Snd1"	0.21	0.09	-0.13	0.08	-0.19	-0.17	0.05	-0.35	-0.16	0.26	-0.12	-0.17	0.31	0.07	0.21	-0.13	0.19	0.2	0.02	0.24	0.03
"Sned1"	-0.04	0.01	0.4	-0.12	0.31	0.82	0.33	0.58	0.17	-0.56	0.49	0.82	-0.78	-0.18	-0.35	0.23	-0.39	-0.59	0.18	-0.62	0.04
"Snf8"	-0.07	-0.24	-0.35	-0.05	-0.07	-0.4	0.11	-0.21	-0.05	-0.04	-0.32	-0.35	0.2	0.01	0.07	0.14	0.25	0.15	-0.45	0.26	-0.32
"Snhg11"	-0.13	0.21	0.12	0.31	-0.07	0.15	0.13	0.1	-0.35	-0.15	-0.09	0.11	-0.2	-0.08	-0.01	-0.46	-0.18	-0.05	0.1	-0.15	0.09
"Snhg12"	0.01	-0.07	-0.15	-0.06	-0.18	0.05	-0.02	-0.2	-0.09	0.04	-0.09	0.02	0.02	-0.07	0.05	-0.18	-0.11	0	-0.11	0.01	-0.07
"Snhg18"	0.25	-0.02	-0.12	0.16	-0.2	-0.42	-0.23	-0.4	-0.21	0.33	-0.13	-0.4	0.43	-0.02	-0.01	-0.22	0.42	0.4	0.08	0.22	0.02
"Snhg20"	0.12	-0.14	-0.31	-0.05	-0.3	-0.13	-0.31	-0.23	0.02	0.35	-0.14	-0.23	0.34	-0.11	0.39	-0.14	-0.15	0.53	-0.23	0.42	-0.17
"Snhg6"	0.03	-0.1	-0.28	-0.08	-0.28	-0.06	-0.11	-0.29	-0.13	0.14	-0.18	-0.12	0.16	-0.08	0.16	-0.28	-0.11	0.17	-0.21	0.14	-0.11
"Snip1"	-0.17	-0.14	0.11	-0.05	0.38	0.12	0.08	0.18	-0.09	-0.18	0.13	0.28	-0.24	-0.16	-0.1	0.45	0.06	-0.3	-0.1	-0.12	-0.26
"Snn"	-0.13	0.18	0.48	0.17	0.37	0.18	0.35	0.45	-0.02	-0.5	0.4	0.35	-0.57	-0.02	-0.49	0.2	0.08	-0.63	0.4	-0.6	0.1
"Snord43"	-0.17	0.08	0.06	0.5	0.3	-0.15	-0.03	-0.12	-0.26	0.08	-0.04	-0.06	0	-0.04	0.02	0.12	0.13	-0.01	-0.07	-0.02	-0.08
"Snph"	-0.32	0.41	0.43	0.53	0.12	-0.25	-0.24	-0.3	-0.43	0.17	0.2	-0.21	0.07	0.21	-0.02	-0.29	0.47	-0.03	0.55	-0.06	0.32
"Snrk"	-0.14	0.27	0.18	0.33	0.02	-0.06	-0.44	-0.39	-0.34	0.48	-0.04	-0.13	0.33	0.13	0.31	-0.27	0.13	0.21	0.36	0.27	0.34
"Snrnp200"	-0.15	-0.23	0.18	-0.06	0.43	0.32	-0.09	0.35	0.38	-0.18	0.27	0.42	-0.35	-0.17	0.01	0.42	-0.24	-0.35	-0.02	-0.35	-0.06
"Snrnp25"	-0.01	-0.09	-0.33	0.11	-0.23	-0.63	-0.06	-0.55	-0.3	0.33	-0.4	-0.59	0.55	0.06	0.25	0.01	0.47	0.43	-0.25	0.54	-0.18
"Snrnp27"	0.34	-0.03	-0.28	-0.11	-0.47	-0.31	0.53	0.01	-0.14	-0.05	-0.26	-0.31	0.23	0.02	-0.17	-0.16	0.24	0.21	-0.19	0.18	-0.24
"Snrnp35"	-0.21	-0.01	0.08	0.12	0.11	-0.22	0.3	0.04	-0.22	-0.21	-0.06	-0.14	-0.13	-0.09	-0.32	0.16	0.29	-0.06	-0.08	-0.17	-0.14
"Snrnp40"	-0.04	-0.21	-0.1	-0.3	0.01	-0.18	0.45	0.2	0.07	-0.33	-0.06	-0.04	-0.11	0.1	-0.18	0.48	0.27	-0.2	-0.28	-0.02	-0.28
"Snrnp48"	0.03	-0.05	-0.22	-0.02	-0.29	-0.04	-0.01	-0.25	-0.16	0.1	-0.15	-0.09	0.11	-0.09	0.08	-0.3	-0.11	0.13	-0.16	0.1	-0.09
"Snrnp70"	-0.07	-0.05	0.14	-0.17	0.1	0.08	0.7	0.51	0.01	-0.63	0.12	0.24	-0.5	-0.06	-0.56	0.37	0.12	-0.44	-0.06	-0.41	-0.24
"Snrpa"	-0.14	-0.24	-0.07	-0.23	0.22	-0.14	0.09	0.16	0.09	-0.2	-0.04	0.04	-0.11	-0.05	0.01	0.49	0.2	-0.26	-0.21	-0.1	-0.27
"Snrpa1"	0.02	-0.19	-0.08	-0.34	-0.16	-0.07	0.52	0.4	-0.04	-0.51	-0.08	0.06	-0.25	-0.07	-0.41	0.19	0.19	-0.25	-0.16	-0.22	-0.24
"Snrpb"	-0.21	-0.05	0.09	-0.13	0.25	-0.1	0.38	0.26	-0.02	-0.39	0	0.07	-0.28	0.07	-0.1	0.5	0.26	-0.32	-0.15	-0.19	-0.24
"Snrpb2"	0.12	0.06	-0.08	-0.13	-0.27	-0.24	0.54	0.27	-0.19	-0.32	-0.15	-0.16	-0.05	-0.03	-0.33	0	0.36	0.01	-0.12	0	-0.22
"Snrpc"	-0.02	0.01	0	0.03	-0.08	-0.19	0.41	0.17	-0.27	-0.24	-0.14	-0.07	-0.09	-0.11	-0.26	0.09	0.31	-0.11	-0.12	-0.07	-0.22
"Snrpd1"	0.09	0.04	-0.07	-0.09	-0.17	-0.25	0.6	0.23	-0.22	-0.33	-0.16	-0.19	-0.09	0	-0.35	0.04	0.35	-0.04	-0.17	-0.08	-0.25
"Snrpd2"	-0.03	-0.07	-0.09	-0.02	-0.1	-0.33	0.32	0	-0.17	-0.12	-0.19	-0.2	0.08	-0.08	-0.18	0.2	0.36	-0.02	-0.16	0.04	-0.21
"Snrpd3"	-0.01	-0.05	0.02	-0.07	-0.01	-0.21	0.54	0.21	-0.15	-0.38	-0.07	-0.09	-0.17	-0.04	-0.4	0.26	0.4	-0.12	-0.15	-0.12	-0.24
"Snrpe"	0.02	-0.14	-0.18	-0.08	-0.1	-0.42	0.32	-0.02	-0.11	-0.18	-0.23	-0.32	0.1	0.01	-0.24	0.28	0.5	0.1	-0.31	0.11	-0.32
"Snrpf"	0.2	0.17	-0.07	-0.06	-0.38	-0.07	0.41	0.19	-0.22	-0.15	-0.11	-0.06	0.01	-0.07	-0.31	-0.3	0.07	0.07	0.04	-0.02	-0.15
"Snrpg"	0.18	-0.03	-0.06	-0.05	-0.1	-0.21	0.59	0.13	-0.2	-0.29	-0.1	-0.13	-0.08	-0.02	-0.31	0.2	0.36	-0.04	-0.17	-0.05	-0.28
"Snrpn"	-0.19	0.2	0.34	-0.11	0.3	0.38	0.64	0.74	0.06	-0.68	0.26	0.45	-0.75	0.05	-0.44	0.27	-0.15	-0.68	0.11	-0.66	-0.02
"Snta1"	-0.05	-0.1	0.35	-0.27	0.38	0.7	0.55	0.74	0.25	-0.69	0.38	0.78	-0.84	-0.14	-0.53	0.36	-0.37	-0.75	0.1	-0.77	-0.14
"Sntb1"	-0.1	0.2	0.48	0.14	0.47	0.59	0.17	0.53	0.08	-0.36	0.46	0.57	-0.61	-0.12	-0.38	0.18	-0.29	-0.47	0.28	-0.55	0.1
"Sntb2"	0.07	0.16	-0.16	0.05	-0.23	0.05	-0.15	-0.11	-0.24	0.19	-0.24	-0.05	0.21	0.13	0.46	-0.36	-0.16	0.21	-0.01	0.38	0.16
"Snupn"	0.22	-0.4	-0.32	-0.11	-0.19	-0.36	0.09	-0.21	0.09	0.04	-0.17	-0.31	0.25	-0.19	-0.12	0.2	0.16	0.21	-0.35	0.18	-0.22
"Snw1"	-0.02	0.06	0.18	-0.03	0.13	0.06	0.63	0.51	0.01	-0.53	0.13	0.12	-0.41	0.03	-0.54	0.25	0.17	-0.28	0.05	-0.37	-0.03
"Snx1"	-0.12	-0.01	-0.2	0.4	-0.05	-0.6	-0.54	-0.75	-0.34	0.66	-0.29	-0.63	0.73	0.07	0.39	-0.14	0.39	0.56	-0.08	0.61	0.06
"Snx10"	0.28	0.01	-0.49	-0.23	-0.58	-0.44	0.12	-0.2	0.09	0.17	-0.4	-0.54	0.5	0.16	0.27	-0.28	0.13	0.49	-0.29	0.51	-0.16
"Snx11"	-0.18	-0.03	0.38	0	0.51	0.59	0.42	0.56	0.15	-0.58	0.41	0.64	-0.78	-0.23	-0.45	0.34	-0.34	-0.61	0.05	-0.7	-0.11
"Snx12"	0.14	-0.22	-0.44	-0.01	-0.23	-0.58	-0.03	-0.31	-0.16	0.21	-0.37	-0.5	0.52	-0.05	0.1	0.19	0.39	0.36	-0.44	0.53	-0.37
"Snx13"	0.18	0.1	-0.09	-0.15	-0.29	0.19	-0.01	0.04	0	0.12	0.02	0.01	0.07	0.08	0.02	-0.53	-0.24	0.17	0.22	-0.02	0.18
"Snx14"	0.05	-0.03	-0.4	0.1	-0.45	-0.51	-0.39	-0.68	-0.32	0.56	-0.41	-0.56	0.69	0.07	0.44	-0.37	0.23	0.52	-0.16	0.64	-0.01
"Snx15"	0.16	-0.42	-0.43	0.01	-0.1	-0.5	-0.2	-0.38	0.04	0.25	-0.32	-0.38	0.43	-0.11	0.21	0.3	0.22	0.33	-0.45	0.41	-0.37
"Snx16"	-0.26	0.4	0.23	0.16	0.09	-0.03	0.28	0.25	-0.1	-0.06	0.05	-0.06	-0.13	0.06	-0.01	-0.1	-0.01	-0.1	0.18	-0.06	0.14
"Snx17"	0.12	-0.3	-0.42	0.01	-0.03	-0.22	-0.53	-0.62	0.05	0.69	-0.3	-0.29	0.6	-0.12	0.39	0.12	-0.17	0.5	-0.33	0.57	-0.14
"Snx18"	-0.04	-0.11	-0.48	0.12	-0.33	-0.7	-0.64	-0.75	-0.02	0.77	-0.39	-0.74	0.92	0.07	0.54	-0.25	0.13	0.65	-0.21	0.73	-0.03
"Snx19"	-0.25	0.48	0.33	0.48	0.08	-0.08	-0.31	-0.39	-0.54	0.4	0.05	-0.21	0.18	0.25	0.19	-0.45	0.27	0.08	0.48	0.05	0.4
"Snx2"	0.15	-0.27	-0.45	0.09	-0.24	-0.44	-0.41	-0.58	-0.16	0.64	-0.43	-0.51	0.73	-0.06	0.4	-0.03	0.16	0.73	-0.31	0.76	-0.07
"Snx20"	-0.38	0.24	0.15	0.78	0.19	-0.19	-0.25	-0.28	-0.44	0.36	-0.12	-0.24	0.16	0.02	0.35	-0.23	-0.03	0.19	0.07	0.19	0.19
"Snx21"	-0.14	-0.08	-0.3	0.25	-0.19	-0.62	-0.59	-0.71	-0.24	0.74	-0.29	-0.64	0.77	0.14	0.5	-0.16	0.26	0.57	-0.07	0.66	0.01
"Snx22"	-0.26	0.03	-0.01	0.44	0.11	-0.23	-0.12	-0.34	-0.41	0.23	-0.16	-0.19	0.17	-0.01	0.2	0.02	0.18	0.04	-0.09	0.14	0
"Snx24"	0.25	-0.25	0.17	-0.23	0.16	0.57	0.19	0.27	0.27	-0.24	0.25	0.59	-0.36	-0.29	-0.35	0.43	-0.23	-0.16	-0.02	-0.22	-0.1
"Snx25"	0	0.55	0.14	0.04	-0.28	0.01	0.13	0.08	-0.37	0.04	-0.03	-0.08	0.04	0.29	0.01	-0.51	-0.04	-0.04	0.45	0.08	0.45
"Snx27"	0.03	0.25	0.17	-0.25	0.1	0.19	0.22	0.24	0.17	-0.21	0.05	0.18	-0.22	0.16	-0.05	-0.11	-0.04	-0.15	0.23	-0.21	0.16
"Snx29"	0.1	-0.23	-0.26	0.27	0.15	-0.23	-0.5	-0.58	0	0.39	-0.28	-0.34	0.39	-0.17	0.36	-0.07	0.06	0.5	-0.28	0.34	0.02
"Snx3"	0.06	-0.39	-0.58	-0.16	-0.18	-0.37	-0.15	-0.31	-0.09	0.36	-0.48	-0.39	0.53	-0.06	0.35	0.07	0.06	0.42	-0.53	0.53	-0.34
"Snx30"	0	-0.26	-0.53	0.07	-0.19	-0.68	-0.62	-0.68	-0.13	0.7	-0.45	-0.72	0.81	0.01	0.57	-0.06	0.29	0.7	-0.37	0.72	-0.16
"Snx31"	-0.2	0.06	0.33	0.02	0.34	0.13	0.15	0.19	0.12	-0.29	0.25	0.18	-0.37	0.11	-0.3	0.01	0.14	-0.39	0.25	-0.49	0.15
"Snx32"	0.03	-0.1	-0.29	0.12	-0.22	-0.24	-0.53	-0.57	-0.09	0.63	-0.22	-0.33	0.55	-0.06	0.38	-0.25	-0.11	0.49	-0.1	0.48	-0.01
"Snx33"	-0.21	0.3	0.48	0.15	0.16	0.24	0.15	0.35	0.04	-0.17	0.4	0.27	-0.36	0.1	-0.37	-0.12	-0.16	-0.54	0.53	-0.54	0.32
"Snx4"	-0.06	0	-0.33	0.17	-0.22	-0.39	-0.24	-0.46	-0.37	0.4	-0.44	-0.5	0.55	0	0.34	-0.19	0.18	0.55	-0.27	0.65	-0.05
"Snx5"	0.01	0.03	0.19	-0.09	0.18	0.37	0.46	0.33	0.11	-0.5	0.19	0.4	-0.5	-0.21	-0.48	0.2	-0.13	-0.37	-0.02	-0.41	-0.08
"Snx6"	0.18	-0.12	-0.55	-0.05	-0.57	-0.68	-0.21	-0.56	-0.12	0.5	-0.45	-0.75	0.83	0.18	0.3	-0.34	0.36	0.61	-0.24	0.67	-0.11
"Snx7"	0.08	0.29	0.13	0.35	-0.16	-0.13	-0.08	-0.19	-0.28	0.32	0.01	-0.22	0.25	0.1	-0.04	-0.37	-0.04	0.1	0.35	0.17	0.28
"Snx8"	-0.13	-0.23	-0.17	-0.19	0.18	-0.29	-0.01	0	-0.02	-0.12	-0.12	-0.09	0.03	0.04	0.07	0.5	0.26	-0.18	-0.28	0.09	-0.26
"Snx9"	-0.04	0.03	0.23	-0.23	0.12	0.4	0.05	0.31	0.02	-0.22	0.18	0.51	-0.26	-0.14	-0.28	0.14	-0.14	-0.41	0.22	-0.21	0.14
"Soat1"	-0.21	0.03	0.47	0.13	0.5	0.27	0.38	0.54	0.17	-0.57	0.47	0.45	-0.69	-0.17	-0.6	0.34	-0.03	-0.66	0.19	-0.8	-0.09
"Soat2"	0.19	-0.11	0.05	-0.22	-0.03	0.54	0.39	0.4	0.23	-0.38	0.18	0.46	-0.46	0.02	-0.31	0.02	-0.44	-0.29	0.01	-0.44	-0.01
"Sobp"	-0.25	0.49	0.41	0.14	0.08	0.1	-0.11	-0.03	-0.08	0.01	0.35	0.06	-0.09	0.27	-0.08	-0.34	0.07	-0.23	0.64	-0.2	0.42
"Socs1"	-0.35	0.5	0.53	0.11	0.18	0.2	0.09	0.19	-0.21	-0.16	0.25	0.2	-0.33	0.21	0	-0.25	0.05	-0.37	0.59	-0.32	0.48
"Socs2"	0.29	-0.25	-0.2	-0.31	-0.07	0.31	0.32	0.24	0.08	-0.31	-0.04	0.23	-0.28	-0.12	-0.02	0.11	-0.12	0.07	-0.34	-0.13	-0.37
"Socs3"	-0.3	0.51	0.59	0.55	0.41	0.32	-0.1	0.04	-0.55	0.11	0.29	0.27	-0.31	0.14	0.04	-0.28	0	-0.25	0.58	-0.26	0.48
"Socs4"	0.06	0.04	0.15	-0.02	0.06	0.39	0.04	0.42	0.18	-0.18	0.26	0.35	-0.3	-0.19	-0.15	-0.04	-0.31	-0.11	0.07	-0.28	-0.05
"Socs5"	-0.09	0.07	-0.07	0.36	-0.07	-0.5	-0.54	-0.63	-0.34	0.66	-0.15	-0.53	0.61	0.05	0.24	-0.19	0.33	0.5	0.16	0.46	0.12
"Socs6"	0.23	-0.15	-0.29	-0.11	-0.21	-0.39	0.03	-0.01	0.17	0.12	-0.18	-0.38	0.28	0.01	-0.01	-0.05	0.3	0.32	-0.22	0.13	-0.22
"Socs7"	-0.03	-0.23	-0.49	-0.03	-0.25	-0.44	-0.69	-0.76	-0.04	0.7	-0.35	-0.55	0.77	0.12	0.64	-0.26	0.14	0.64	-0.26	0.67	-0.08
"Sod1"	0.17	-0.2	-0.45	-0.28	-0.31	-0.24	0.37	0.01	0.02	-0.06	-0.4	-0.25	0.21	-0.08	0.06	0.14	-0.02	0.26	-0.52	0.28	-0.43
"Sod2"	0.11	-0.32	-0.69	-0.17	-0.36	-0.64	-0.28	-0.44	0.09	0.48	-0.5	-0.65	0.72	-0.03	0.51	0.07	0.12	0.61	-0.58	0.71	-0.39
"Soga1"	-0.25	0.45	0.66	0.35	0.42	0.46	0.02	0.35	-0.22	-0.2	0.36	0.48	-0.53	0.09	-0.2	-0.14	-0.18	-0.5	0.65	-0.53	0.47
"Soga3"	-0.11	0.07	0.55	-0.11	0.41	0.74	0.47	0.72	0.23	-0.67	0.57	0.83	-0.86	-0.17	-0.52	0.37	-0.28	-0.74	0.27	-0.73	0.06
"Sohlh1"	-0.14	0.22	0.55	-0.04	0.3	0.52	0.22	0.48	0.16	-0.47	0.44	0.59	-0.63	-0.05	-0.39	0.09	-0.17	-0.59	0.46	-0.62	0.3
"Sohlh2"	-0.32	0.41	0.43	0.34	0.19	0.08	0.06	-0.01	-0.29	-0.02	0.1	-0.02	-0.16	0.27	-0.12	-0.27	0.19	-0.23	0.51	-0.24	0.49
"Son"	-0.13	0	0.15	0.14	0.3	0.38	-0.12	0.24	0.18	-0.09	0.2	0.38	-0.32	-0.22	0.1	0.05	-0.45	-0.19	-0.07	-0.28	-0.1
"Sorbs1"	-0.02	0.35	0.01	0.22	-0.21	-0.17	-0.17	-0.25	-0.11	0.32	-0.05	-0.29	0.29	0.22	0.36	-0.56	0.06	0.27	0.26	0.21	0.27
"Sorbs2"	0.1	0.11	0.24	0.08	-0.01	-0.16	0.03	-0.03	-0.2	-0.16	0.19	-0.05	-0.05	0.12	-0.27	-0.04	0.54	-0.07	0.27	-0.14	0.11
"Sorbs3"	0.08	0.16	0.44	-0.04	0.16	0.53	0.24	0.41	0.06	-0.23	0.35	0.49	-0.48	0.06	-0.39	-0.11	-0.25	-0.45	0.45	-0.55	0.28
